Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
42973,Mediterranean,2016-06-26,2016,Jun,1,0,1,,,,,Unknown,sea,"Between Northern Africa and Calabria, Italy",IOM Italy,"37.655757600000, 15.600992900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-06,06/16
42595,Mediterranean,2016-06-30,2016,Jun,10,0,10,107,10,,,Unknown,sea,Strait of Sicily,Guardia Costiera Italia,"37.093073700000, 11.861018900000",Central Mediterranean,http://bit.ly/29faRnV,Uncategorized,5,Unknown,2016-06,06/16
42870,Mediterranean,2016-07-19,2016,Jul,1,0,1,842,,,,Unknown,sea,Off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,http://reut.rs/29VUVpY,Uncategorized,4,Unknown,2016-07,07/16
42975,Mediterranean,2016-07-22,2016,Jul,18,0,18,,,17,1,Unknown,sea,Off the coast of Libya,IOM Italy,"33.416533100000, 16.230191400000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-07,07/16
42619,Mediterranean,2016-07-31,2016,Jul,1,0,1,,,,,Unknown,sea,Off the coast of Libya,"Reuters, AFP","33.416533100000, 16.230191400000",Central Mediterranean,"http://bit.ly/2aFoCvQ, http://bit.ly/2aoumFx",Uncategorized,3,Unknown,2016-07,07/16
42652,Mediterranean,2016-08-18,2016,Aug,5,2,7,32,3,1,3,Unknown,sea,"20 miles north of Sabratha, Libya",IOM Italy,"32.834477600000, 12.384084800000",Central Mediterranean,http://bit.ly/2b4NJnr,Uncategorized,4,Unknown,2016-08,08/16
42982,Mediterranean,2016-08-25,2016,Aug,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy.,UNHCR,"38.960724200000, 10.904485400000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-08,08/16
42983,Mediterranean,2016-08-29,2016,Aug,2,0,2,,,,,Unknown,sea,Channel of Sicily,IOM Italy,"37.093073700000, 11.861018900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-08,08/16
42941,Mediterranean,2016-08-31,2016,Aug,3,0,3,,,,,Unknown,sea,Unspecified location between North Africa and Italy,AFP,"38.960724200000, 10.904485400000",Central Mediterranean,http://yhoo.it/2bSJIUt,Uncategorized,1,Unknown,2016-08,08/16
42984,Mediterranean,2016-08-31,2016,Aug,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"38.960724200000, 10.904485400000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-08,08/16
42679,Mediterranean,2016-09-01,2016,Sep,1,0,1,1050,,1,,Unknown,sea,Unspecified location between North Africa and Italy,"UNHCR, Salerno Today","38.960724200000, 10.904485400000",Central Mediterranean,http://bit.ly/2c5XJB8,Uncategorized,4,Unknown,2016-09,09/16
42664,Mediterranean,2016-09-02,2016,Sep,3,0,3,931,,,,Unknown,sea,Channel of Sicily,Dire,"37.093073700000, 11.861018900000",Central Mediterranean,http://bit.ly/2bNOEhw,Uncategorized,1,Unknown,2016-09,09/16
42665,Mediterranean,2016-09-05,2016,Sep,7,0,7,,,,,Unknown,sea,Unspecified location between North Africa and Italy,"IOM Italy, Reuters, AFP","38.960724200000, 10.904485400000",Central Mediterranean,http://bit.ly/2bQ6Fvm,Uncategorized,4,Unknown,2016-09,09/16
42666,Mediterranean,2016-09-05,2016,Sep,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,"IOM Italy, Reuters, AFP","38.960724200000, 10.904485400000",Central Mediterranean,http://bit.ly/2bQ6Fvm,Uncategorized,4,Unknown,2016-09,09/16
42667,Mediterranean,2016-09-05,2016,Sep,7,0,7,,,,,Unknown,sea,Unspecified location between North Africa and Italy,"IOM Italy, Reuters, AFP","38.960724200000, 10.904485400000",Central Mediterranean,http://bit.ly/2bQ6Fvm,Uncategorized,4,Unknown,2016-09,09/16
42703,Mediterranean,2016-09-14,2016,Sep,5,0,5,164,4,1,,Unknown,sea,"Unspecified location northwest of Tripoli, Libya","AFP, Newstalk.com","33.368631500000, 12.111977800000",Central Mediterranean,"http://bit.ly/2d0VAI1, http://bit.ly/2cWZ8fM",Uncategorized,3,Unknown,2016-09,09/16
42712,Mediterranean,2016-10-03,2016,Oct,10,0,10,,,,,Unknown,sea,Unspecified location at least 12 km from Libyan coast,"IOM Italy, AFP","32.727987400000, 15.068537300000",Central Mediterranean,http://bit.ly/2dpp9BR,Uncategorized,4,Unknown,2016-10,10/16
42713,Mediterranean,2016-10-19,2016,Oct,5,4,9,118,,,,Unknown,sea,"40 miles northeast of Tripoli, Libya",International Business Times,"33.102551800000, 13.130846500000",Central Mediterranean,http://bit.ly/2dpy8oG,Uncategorized,1,Unknown,2016-10,10/16
42991,Mediterranean,2016-10-21,2016,Oct,13,0,13,120,,,,Unknown,sea,Unspecified location between Libya and Italy,"IOM Italy, UNHCR","34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42992,Mediterranean,2016-10-21,2016,Oct,4,10,14,,,,,Unknown,sea,Unspecified location between Libya and Italy,"IOM Italy, UNHCR","34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42993,Mediterranean,2016-10-22,2016,Oct,1,0,1,,,,,Unknown,sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42995,Mediterranean,2016-10-25,2016,Oct,1,0,1,,1,,,Unknown,sea,"Died in hospital in Sicily, Italy",IOM Italy,"37.343939900000, 14.111439900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42999,Mediterranean,2016-10-26,2016,Oct,0,10,10,140,,,,Unknown,sea,Unspecified location between Libya and Italy,IOM Italy,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42749,Mediterranean,2016-10-26,2016,Oct,9,1,10,,1,,,Unknown,sea,Unspecified location between Libya and Italy,IOM Italy Reuters,"34.253371600000, 14.498815300000",Central Mediterranean,http://bit.ly/2faoSWI,Uncategorized,4,Unknown,2016-10,10/16
42998,Mediterranean,2016-10-26,2016,Oct,6,4,10,,4,,2,Unknown,sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
43000,Mediterranean,2016-10-27,2016,Oct,2,32,34,,,,,Unknown,sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-10,10/16
42728,Mediterranean,2016-11-05,2016,Nov,10,12,22,,12,,,Unknown,sea,Unspecified location between Libya and Italy,Italian Coast Guard,"34.253371600000, 14.498815300000",Central Mediterranean,http://bit.ly/2eeGpvQ,Uncategorized,5,Unknown,2016-11,11/16
43006,Mediterranean,2016-11-05,2016,Nov,1,0,1,,,,,Unknown,sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-11,11/16
42755,Mediterranean,2016-11-22,2016,Nov,7,0,7,,,,,Unknown,sea,Unspecified location between Libya and Italy,"IOM Italy, Reuters","34.253371600000, 14.498815300000",Central Mediterranean,http://bit.ly/2flpbsE,Uncategorized,4,Unknown,2016-11,11/16
42769,Mediterranean,2016-11-23,2016,Nov,2,26,28,,,,,Unknown,sea,Unspecifed location between Libya and Italy,MOAS via Twitter,"36.481138100000, 12.407658900000",Central Mediterranean,http://bit.ly/2gDW6xC,Uncategorized,4,Unknown,2016-11,11/16
43013,Mediterranean,2016-12-06,2016,Dec,5,0,5,,,,,Unknown,sea,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.816624900000, 13.342539900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
43014,Mediterranean,2016-12-08,2016,Dec,10,0,10,,,,,Unknown,sea,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.816624900000, 13.342539900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
43015,Mediterranean,2016-12-09,2016,Dec,1,0,1,,1,,,Unknown,sea,"Body washed up to Zarzis, Tunisia",IOM Tunisia,"33.507917400000, 11.117421700000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
43016,Mediterranean,2016-12-09,2016,Dec,2,0,2,,,2,,Unknown,sea,"Bodies washed up near El Ketef port, Bengardane, Tunisia",IOM Tunisia,"33.208609900000, 11.213254400000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
43017,Mediterranean,2016-12-10,2016,Dec,8,0,8,,,,,Unknown,sea,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.816624900000, 13.342539900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
42783,Mediterranean,2016-12-11,2016,Dec,6,0,6,165,,,,Unknown,sea,Unspecified location in the Central Mediterranean,"IOM Italy, AFP","34.180460400000, 15.864573500000",Central Mediterranean,http://bit.ly/2heIg4h,Uncategorized,4,Unknown,2016-12,12/16
43018,Mediterranean,2016-12-11,2016,Dec,15,0,15,,,,,Unknown,sea,"Bodies washed up near Tajoura, Libya",IOM Libya,"32.816624900000, 13.342539900000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
42801,Mediterranean,2016-12-21,2016,Dec,7,0,7,300,,,,Unknown,sea,Unspecified location in the Channel of Sicily,UNHCR,"36.756978000000, 11.992879400000",Central Mediterranean,"http://bit.ly/2iilIN9, http://bit.ly/2ie9uJM, http://bit.ly/2hW9qem",Uncategorized,4,Unknown,2016-12,12/16
42799,Mediterranean,2016-12-22,2016,Dec,7,40,47,80,,,,Unknown,sea,Unspecified location in the Channel of Sicily,UNHCR,"36.756978000000, 11.992879400000",Central Mediterranean,http://bit.ly/2iHEWMk,Uncategorized,4,Unknown,2016-12,12/16
42798,Mediterranean,2016-12-22,2016,Dec,1,57,58,63,,,,Unknown,sea,Unspecified location in the Channel of Sicily,UNHCR,"36.756978000000, 11.992879400000",Central Mediterranean,http://bit.ly/2iHEWMk,Uncategorized,4,Unknown,2016-12,12/16
43025,Mediterranean,2016-12-24,2016,Dec,1,0,1,8,,,1,Unknown,sea,Unspecified location in the Channel of Sicily,UNHCR,"36.756978000000, 11.992879400000",Central Mediterranean,"",Uncategorized,4,Unknown,2016-12,12/16
30759,Mediterranean,2017-01-29,2017,Jan,1,1,2,,1,,,Unknown,sea,Unspecified location in the Chanel of Sicily,"IOM Italy, UNHCR","36.308006500000, 11.962684900000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-01,01/17
30851,Mediterranean,2017-03-03,2017,Mar,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"35.099139200000, 13.048850200000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-03,03/17
30862,Mediterranean,2017-03-11,2017,Mar,1,0,1,,,,,Unknown,sea,"Body recovered from Sabratha, Libya",IOM Libya,"32.791284000000, 12.415264900000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-03,03/17
30879,Mediterranean,2017-03-22,2017,Mar,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,IOM Italy,"35.265509900000, 13.259102500000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-03,03/17
30885,Mediterranean,2017-03-24,2017,Mar,1,0,1,,,1,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"35.265509900000, 13.259102500000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-03,03/17
30891,Mediterranean,2017-03-26,2017,Mar,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"35.265509900000, 13.259102500000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-03,03/17
30892,Mediterranean,2017-03-26,2017,Mar,1,0,1,,1,,,Unknown,sea,Unspecified location north of Libya,Al Jazeera,"30.509284612352, 17.722392637500",Central Mediterranean,http://bit.ly/2omFNoT,Uncategorized,1,Unknown,2017-03,03/17
30904,Mediterranean,2017-04-07,2017,Apr,1,0,1,148,,,,Unknown,sea,Unspecified location between North Africa and Italy,IOM Italy,"35.099139200000, 13.048850200000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-04,04/17
30905,Mediterranean,2017-04-07,2017,Apr,1,0,1,,,,,Unknown,sea,"Body recovered near Sabratha, Libya",IOM Libya,"32.791284000000, 12.415264900000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-04,04/17
30930,Mediterranean,2017-04-23,2017,Apr,1,0,1,,1,,,Unknown,sea,Unspecified location between North Africa and Italy,IOM Italy,"35.099139200000, 13.048850200000",Central Mediterranean,http://bit.ly/2omFNoT,Uncategorized,4,Unknown,2017-04,04/17
30938,Mediterranean,2017-04-26,2017,Apr,1,0,1,,,,,Unknown,sea,"Near Tobruk, Libya",IOM Libya,"32.112545100000, 23.933578100000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-04,04/17
43761,Mediterranean,2017-05-24,2017,May,1,0,1,,,1,,Unknown,sea,"Unspecified location between Tunisia and Sicily, Italy",La Reppublica,"37.341309150989, 12.282344312500",Central Mediterranean,http://bit.ly/2fjBWdj,Uncategorized,1,Unknown,2017-05,05/17
30992,Mediterranean,2017-05-25,2017,May,2,0,2,,,,,Unknown,sea,Unspecified location between North Africa and Italy,"UNHCR, Reuters","34.404699358622, 13.198146568750",Central Mediterranean,http://reut.rs/2qi79C1,Uncategorized,4,Unknown,2017-05,05/17
30997,Mediterranean,2017-05-26,2017,May,1,0,1,,,,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"35.265509900000, 13.259102500000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-05,05/17
31000,Mediterranean,2017-05-27,2017,May,1,0,1,126,,,,Unknown,sea,Unspecified location near the coast of Tunisia between Libya and Italy,IOM Tunisia,"36.016398100000, 11.338208100000",Central Mediterranean,http://bit.ly/2rzFaOn,Uncategorized,4,Unknown,2017-05,05/17
44577,Mediterranean,2017-05-29,2017,May,0,10,10,,,,,Unknown,sea,Unspecified location between North Africa and Italy,UNHCR,"34.399956108775, 13.888487250000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-05,05/17
31017,Mediterranean,2017-05-31,2017,May,13,0,13,,,,,Unknown,sea,Off the coast of Tunisia,IOM Tunisia,"34.019057135487, 10.049736548828",Central Mediterranean,"",Uncategorized,4,Unknown,2017-05,05/17
31020,Mediterranean,2017-06-03,2017,Jun,4,0,4,125,1,,,Unknown,sea,"Unspecified location in the Channel of Sicily, off the coast of Italy",Save the Children,"36.638348938120, 13.129158695313",Central Mediterranean,http://bit.ly/2sbWJnh,Uncategorized,4,Unknown,2017-06,06/17
31034,Mediterranean,2017-06-10,2017,Jun,8,0,8,,,8,,Unknown,sea,"Off the coast of Garabulli, Libya",IOM Libya,"32.791343600000, 13.698904100000",Central Mediterranean,http://tmsnrt.rs/2s1MpM8,Uncategorized,4,Unknown,2017-06,06/17
31043,Mediterranean,2017-06-13,2017,Jun,1,0,1,,1,,,Unknown,sea,"Unspecified location in the Channel of Sicily, off the coast of Italy",LACN24,"35.504484127391, 13.315461743750",Central Mediterranean,http://bit.ly/2soliy6,Uncategorized,1,Unknown,2017-06,06/17
31089,Mediterranean,2017-06-25,2017,Jun,2,0,2,229,,,,Unknown,sea,Unspecified location off the coast of Libya,"IOM Italy, Ministerio de Defensa de España","34.850503900000, 17.548484400000",Central Mediterranean,"http://bit.ly/2s7UUIT, http://bit.ly/2rX3FBE",Uncategorized,5,Unknown,2017-06,06/17
31106,Mediterranean,2017-06-28,2017,Jun,2,0,2,,,,,Unknown,sea,Unspecified location between Libya and Italy,IOM Italy,"35.361136900000, 14.749297300000",Central Mediterranean,"",Uncategorized,4,Unknown,2017-06,06/17
31115,Mediterranean,2017-06-30,2017,Jun,1,0,1,,,1,,Unknown,sea,In hospital in Lampedusa after being rescued off the coast of Libya,Proactiva Open Arms,"35.643545400000, 12.356343400000",Central Mediterranean,http://bit.ly/2t99P4m,Uncategorized,4,Unknown,2017-06,06/17
35467,Mediterranean,2017-08-01,2017,Aug,8,0,8,119,3,5,,Unknown,sea,Bodies found in dinghy off the coast of Libya,IOM Italy,"33.722801551772, 12.564878545312",Central Mediterranean,"http://bit.ly/2wkvG7G, http://bit.ly/2umQx9n",Uncategorized,4,Unknown,2017-08,08/17
35473,Mediterranean,2017-08-06,2017,Aug,8,0,8,,,,,Unknown,sea,"Bodies found in a dinghy in Milita, near Sabratha, Libya",IOM Libya,"32.812688104939, 12.457809448242",Central Mediterranean,"",Uncategorized,4,Unknown,2017-08,08/17
